[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:12:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:33:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:34:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:35:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:36:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:37:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:38:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:37:64][010c, 315][010d, 246][0110, 56]-
